road_name,street_name,route_code,route_name,adt,aawdt,peak_hour_estimate,traffic_level,data_date,data_quality,latitude,longitude
WOODLEAF LN,WOODLEAF,R-VA029SC00717NB,SC-717N (Fairfax County),1300,2200.0,130.0,Low,1641013200000,G,39.02884121021119,-77.31849596862165
MCNAIR FARMS DR,MCNAIR FARMS,R-VA029SC08728NB,SC-8728N (Fairfax County),4100,,410.0,Low,1258347600000,R,38.94783794119965,-77.41716985723772
FAIRFAX COUNTY PKWY NB,FAIRFAX COUNTY,R-VA   SR00286NB,VA-286N,55000,96000.0,5500.0,Very High,1641013200000,G,38.95842877731185,-77.37010231381605
THUNDERBOLT PL,THUNDERBOLT,R-VA029SC07680NB,SC-7680N (Fairfax County),5300,,530.0,Moderate,1236142800000,R,38.89878378889671,-77.43242438303292
CHARTERHOUSE CIR,CHARTERHOUSE,R-VA029SC04721EB,SC-4721E (Fairfax County),3500,5900.0,350.0,Low,1641013200000,G,38.93125536986088,-77.35698545462235
BUTTERMILK LN,BUTTERMILK,R-VA029SC04782EB,SC-4782E (Fairfax County),1000,,100.0,Low,1572843600000,R,38.9715188172647,-77.32219980119501
CENTREVILLE RD RAMP TO RT267,CENTREVILLE RD RAMP TO RT267,R-VA029SC00657NB,SC-657N (Fairfax County),34000,38000.0,3400.0,Very High,1641013200000,G,38.956256267866664,-77.404822793679
BENNINGTON WOODS RD,BENNINGTON WOODS,R-VA029SC06390EB,SC-6390E (Fairfax County),2600,2800.0,260.0,Low,1641013200000,G,38.97406220009103,-77.35338773625277
GEORGETOWN PIKE,GEORGETOWN,R-VA   SR00193EB,VA-193E,21000,38000.0,2100.0,High,1641013200000,G,38.998757731984604,-77.30597012486542
GREY FRIARS PL,GREY FRIARS,R-VA029SC00749NB,SC-749N (Fairfax County),2500,,250.0,Low,1019016000000,R,38.91353134123775,-77.39935182998077
THORNGATE DR,THORNGATE,R-VA029SC06819EB,SC-6819E (Fairfax County),14000,24000.0,1400.0,Moderate,1641013200000,G,38.91060524027919,-77.41822568563468
PINE OAKS WAY,PINE OAKS,R-VA029SC00669EB,SC-669E (Fairfax County),1300,2400.0,130.0,Low,1641013200000,G,38.89946712603736,-77.36544097728901
ALGONKIAN PKWY,ALGONKIAN,R-VA   SR00286NB,VA-286N,23000,39000.0,2300.0,High,1641013200000,G,39.0115768938805,-77.36344218266653
FRANKLIN FARM RD,FRANKLIN FARM,R-VA029SC00608SB,SC-608S (Fairfax County),23000,42000.0,2300.0,High,1641013200000,G,38.906556000154,-77.38422436776686
MIDDLE RIDGE DR,MIDDLE RIDGE,R-VA029SC04851NB,SC-4851N (Fairfax County),1100,1700.0,110.0,Low,1641013200000,G,38.86687711220084,-77.39277116614319
LEESBURG PIKE SERVICE RD,LEESBURG PIKE SERVICE,R-VA   SR00007EB,VA-7E,50000,53000.0,5000.0,Very High,1641013200000,G,38.94283393481804,-77.25550715648103
SYCAMORE VALLEY DR,SYCAMORE VALLEY,R-VA029SC05734NB,SC-5734N (Fairfax County),2900,5000.0,290.0,Low,1641013200000,G,38.95719052486423,-77.35144884589462
MOORINGS DR,MOORINGS,R-VA029SC04737NB,SC-4737N (Fairfax County),1100,,110.0,Low,1423458000000,R,38.96660001078302,-77.33613777387622
ROUTE 50,ROUTE 50,R-VA   US00050EB,US-50E,66000,70000.0,6600.0,Very High,1641013200000,G,38.910651802010555,-77.471765105361
CLUBSIDE LN,CLUBSIDE,R-VA029SC06981NB,SC-6981N (Fairfax County),2000,,200.0,Low,995947200000,R,38.86208965043426,-77.461776367412
NEW PARKLAND DR,NEW PARKLAND,R-VA029SC07207EB,SC-7207E (Fairfax County),1100,,110.0,Low,1433822400000,R,38.93067963355813,-77.39901207826746
AMY WAY,AMY,R-VA029SC08382NB,SC-8382N (Fairfax County),3400,,340.0,Low,1119931200000,R,38.92101382542436,-77.40854037810857
OUTLET,OUTLET,R-VA029SC00717NB,SC-717N (Fairfax County),1300,2200.0,130.0,Low,1641013200000,G,39.01907445412242,-77.31935017438963
LEES CORNER RD,LEES CORNER,R-VA029SC07140EB,SC-7140E (Fairfax County),7000,7400.0,700.0,Moderate,1641013200000,G,38.89765374118168,-77.41554813386841
WAPLES MILL RD,WAPLES MILL,R-VA029SC00664EB,SC-664E (Fairfax County),3100,5200.0,310.0,Low,1641013200000,G,38.87740908219636,-77.34188182603788
BUCKHORN RDG,BUCKHORN,R-VA   US00029NB,US-29N,30000,32000.0,3000.0,Very High,1641013200000,A,38.84782252816733,-77.36341356622648
SANTA CLARA DR,SANTA CLARA,R-VA029SC01244NB,SC-1244N (Fairfax County),1100,,110.0,Low,1308110400000,R,38.840340220363004,-77.3271544483739
FEDERALIST WAY,FEDERALIST,R-VA   US00029NB,US-29N,30000,32000.0,3000.0,Very High,1641013200000,A,38.84915014648102,-77.35268823177199
BEACH MILL RD,BEACH MILL,R-VA029SC00674NB,SC-674N (Fairfax County),2600,4300.0,260.0,Low,1641013200000,G,39.029614380268455,-77.30505247642004
ROLLING MEADOW DR,ROLLING MEADOW,R-VA029SC00602NB,SC-602N (Fairfax County),5200,9700.0,520.0,Moderate,1641013200000,G,39.01455266033288,-77.34588199568769
KINGSTREAM DR,KINGSTREAM,R-VA029SC06701EB,SC-6701E (Fairfax County),1400,2600.0,140.0,Low,1641013200000,G,38.988032241642316,-77.37064368018389
CYPRESS TREE PL,CYPRESS TREE,R-VA   SR00228SB,VA-228S,17000,18000.0,1700.0,High,1641013200000,G,38.964446625648385,-77.40075174892422
WALNEY RD,WALNEY,R-VA   US00050EB,US-50E,63000,67000.0,6300.0,Very High,1641013200000,F,38.89419582042626,-77.43124471262027
CUB RUN RD,CUB RUN,R-VA029SC00609NB,SC-609N (Fairfax County),9000,14000.0,900.0,Moderate,1641013200000,G,38.90104517631504,-77.47610077954934
HIDDEN MEADOW DR,HIDDEN MEADOW,R-VA029SC07530NB,SC-7530N (Fairfax County),1400,,140.0,Low,1423544400000,R,38.90165079137072,-77.40874249174927
SULSER PL,SULSER,R-VA029SC00745EB,SC-745E (Fairfax County),1400,,140.0,Low,1418101200000,R,38.889420671795776,-77.4327546179673
FRANKLIN FARM RD,FRANKLIN FARM,R-VA029SC06819EB,SC-6819E (Fairfax County),14000,24000.0,1400.0,Moderate,1641013200000,G,38.911337949075865,-77.41859078739091
ROUTE 50,ROUTE 50,R-VA   US00050EB,US-50E,63000,67000.0,6300.0,Very High,1641013200000,F,38.89473054795731,-77.43229560968605
YOUNG DR,YOUNG,R-VA029SC00671NB,SC-671N (Fairfax County),4000,6300.0,400.0,Low,1641013200000,G,38.89849317626372,-77.33514073250602
HERNDON PKWY,HERNDON,S-VA235NP HERNDON PKWY,Herndon PKWY (NP - Town of Herndon),27000,29000.0,2700.0,High,1641013200000,G,38.96701281347937,-77.37189341781583
FORT LEE ST,FORT LEE,R-VA029SC05640EB,SC-5640E (Fairfax County),1100,2000.0,110.0,Low,1641013200000,G,38.909941096721795,-77.37316660745415
BENNETT RD,BENNETT,R-VA029SC00669EB,SC-669E (Fairfax County),1300,2400.0,130.0,Low,1641013200000,G,38.900049206768394,-77.36762232452391
HITCHCOCK DR,HITCHCOCK,R-VA029SC05320EB,SC-5320E (Fairfax County),12000,12000.0,1200.0,Moderate,1641013200000,F,38.94786269113144,-77.3867887762991
WIEHLE AVE RAMP TO RT267,WIEHLE AVE RAMP TO RT267,R-VA   SR00267EB      RMP013.00A,VA-267E Ramp 13A,21000,36000.0,2100.0,High,1641013200000,F,38.94617977493413,-77.338128505467
OLD RESTON AVE,OLD RESTON,R-VA029SC00675EB,SC-675E (Fairfax County),22000,24000.0,2200.0,High,1641013200000,G,38.954958136950786,-77.3518632473365
BEDFORDSHIRE CIR,BEDFORDSHIRE,R-VA029SC05395EB,SC-5395E (Fairfax County),1400,,140.0,Low,1471406400000,R,38.94144318692458,-77.38007638822864
COLTS BROOK DR,COLTS BROOK,R-VA029SC05320EB,SC-5320E (Fairfax County),12000,12000.0,1200.0,Moderate,1641013200000,F,38.94747753162222,-77.3895377870883
PINECREST RD,PINECREST,R-VA029SC00667NB,SC-667N (Fairfax County),11000,12000.0,1100.0,Moderate,1477281600000,R,38.933696045275035,-77.37694589511094
RESTON PKWY,RESTON,R-VA029SC06363EB,SC-6363E (Fairfax County),21000,40000.0,2100.0,High,1641013200000,G,38.9594285812121,-77.35440258184492
DANIEL WEBSTER DR,DANIEL WEBSTER,R-VA029SC00602NB,SC-602N (Fairfax County),23000,42000.0,2300.0,High,1641013200000,G,38.923204463882286,-77.3743770590012
BOWMAN TOWNE DR,BOWMAN TOWNE,R-VA029SC00602NB,SC-602N (Fairfax County),21000,40000.0,2100.0,High,1641013200000,G,38.9623127855959,-77.35423201093462
NEW BANNER LN,NEW BANNER,R-VA029SC06349NB,SC-6349N (Fairfax County),1400,,140.0,Low,1122523200000,R,38.93144136731394,-77.39367681556095
COLTS BROOK DR,COLTS BROOK,R-VA029SC00665EB,SC-665E (Fairfax County),16000,17000.0,1600.0,High,1641013200000,G,38.94417980446314,-77.39007659764431
EMERALD CHASE DR,EMERALD CHASE,R-VA029SC07812EB,SC-7812E (Fairfax County),2000,,200.0,Low,1423458000000,R,38.92148448338887,-77.40132475843208
CHASBARB TER,CHASBARB,R-VA029SC05342NB,SC-5342N (Fairfax County),1300,,130.0,Low,1119412800000,R,38.918445192644825,-77.37945108402863
RESTON PKWY,RESTON,R-VA029SC07400EB,SC-7400E (Fairfax County),13000,25000.0,1300.0,Moderate,1641013200000,G,38.97156620805346,-77.35216076357725
CORALBERRY DR,CORALBERRY,R-VA029SC07195EB,SC-7195E (Fairfax County),1300,,130.0,Low,1123560000000,R,38.89762481423271,-77.40392904135298
BROCKMAN CT,BROCKMAN,R-VA029SC08019EB,SC-8019E (Fairfax County),1200,,120.0,Low,1119931200000,R,39.03319411312769,-77.3513575459931
RESTON PKWY,RESTON,R-VA029SC00602NB,SC-602N (Fairfax County),21000,40000.0,2100.0,High,1641013200000,G,38.963414268779275,-77.35421252688546
NORTH SHORE DR,NORTH SHORE,R-VA029SC04726EB,SC-4726E (Fairfax County),3200,3400.0,320.0,Low,1641013200000,G,38.96392745832827,-77.34813122112789
RESTON PKWY,RESTON,R-VA029SC00602NB,SC-602N (Fairfax County),39000,44000.0,3900.0,Very High,1641013200000,G,38.94806443608266,-77.35779111741209
WOODLAND FALLS DR,WOODLAND FALLS,R-VA029SC00717NB,SC-717N (Fairfax County),1300,2200.0,130.0,Low,1641013200000,G,39.008341274154525,-77.32377443518136
THURBER ST,THURBER,R-VA029SC10350EB,SC-10350E (Fairfax County),1100,,110.0,Low,1432180800000,R,38.98974279446914,-77.37902751980262
POPLAR GROVE DR,POPLAR GROVE,R-VA029SC07675EB,SC-7675E (Fairfax County),4300,,430.0,Low,1423458000000,R,38.97888946625526,-77.35909187758531
HUNTER MILL RD,HUNTER MILL,R-VA029SC00806EB,SC-806E (Fairfax County),15000,28000.0,1500.0,High,1301457600000,R,38.88889109781957,-77.30340601469862
LINCOLN CREST ST,LINCOLN CREST,R-VA029SC07435EB,SC-7435E (Fairfax County),8400,8400.0,840.0,Moderate,1641013200000,G,38.85641513946797,-77.36828231498
STONE CREEK DR,STONE CREEK,R-VA029SC08025EB,SC-8025E (Fairfax County),3700,3900.0,370.0,Low,1050724800000,R,38.85019635715227,-77.4570983707276
OAKTON RD,OAKTON,R-VA029SC00664EB,SC-664E (Fairfax County),5600,9300.0,560.0,Moderate,1641013200000,G,38.87106109218217,-77.32953246365192
FAIR LAKES PKWY,FAIR LAKES,R-VA029SC07700EB,SC-7700E (Fairfax County),22000,32000.0,2200.0,High,1641013200000,G,38.86159112556084,-77.40139428470887
GLENRIDGE CT,GLENRIDGE,R-VA   SR00007EB,VA-7E,50000,53000.0,5000.0,Very High,1641013200000,G,38.93831118648184,-77.25277792686012
RT267 WB,RT267,R-VA   OT90004WB,OT-90004W,17000,18000.0,1700.0,High,1641013200000,G,38.93490429111813,-77.24503724323601
CASTLE ROCK SQ,CASTLE ROCK,R-VA029SC05329EB,SC-5329E (Fairfax County),11000,12000.0,1100.0,Moderate,1641013200000,G,38.93435699915962,-77.34845194522576
GREEN WATCH WAY,GREEN WATCH,R-VA029SC05329WB,SC-5329W (Fairfax County),11000,12000.0,1100.0,Moderate,1641013200000,G,38.935139843014575,-77.34700805856933
SUNRISE VALLEY DR,SUNRISE VALLEY,R-VA029SC05320EB,SC-5320E (Fairfax County),16000,28000.0,1600.0,High,1641013200000,G,38.95119209043631,-77.42525371538066
ROUTE 50,ROUTE 50,R-VA029SC00661NB,SC-661N (Fairfax County),66000,70000.0,6600.0,Very High,1641013200000,G,38.89970516153279,-77.44450820155008
AUTUMN CREST DR,AUTUMN CREST,R-VA029SC00608SB,SC-608S (Fairfax County),23000,42000.0,2300.0,High,1641013200000,G,38.90233111578396,-77.38276090388078
VIKING DR,VIKING,R-VA029SC05340NB,SC-5340N (Fairfax County),2500,,250.0,Low,1122436800000,R,38.92637883936296,-77.38451605243964
WILLOUGHBY NEWTON DR,WILLOUGHBY NEWTON,R-VA029SC00620EB,SC-620E (Fairfax County),1200,1300.0,120.0,Low,1641013200000,G,38.842279864217815,-77.43056746706611
BELLE POND DR,BELLE POND,R-VA029SC07005NB,SC-7005N (Fairfax County),1700,,170.0,Low,995515200000,R,38.853486803392435,-77.44622600903747
NORTHBOURNE DR,NORTHBOURNE,R-VA029SC03738NB,SC-3738N (Fairfax County),5400,7800.0,540.0,Moderate,1568606400000,R,38.852214527414,-77.41573157498149
CABELLS MILL DR,CABELLS MILL,R-VA029SC00970EB,SC-970E (Fairfax County),2500,4200.0,250.0,Low,1641013200000,G,38.8495788041939,-77.42658436280053
FAIR LAKES PKWY,FAIR LAKES,R-VA029SC07735EB,SC-7735E (Fairfax County),22000,32000.0,2200.0,High,1237176000000,R,38.85852881455152,-77.39416096313604
MACHEN RD,MACHEN,R-VA029SC05401NB,SC-5401N (Fairfax County),15000,16000.0,1500.0,High,1641013200000,G,38.837336132835816,-77.43997761383413
CROATAN CT,CROATAN,R-VA029SC07346EB,SC-7346E (Fairfax County),3700,3900.0,370.0,Low,1641013200000,G,38.850679665080314,-77.45333608517217
BRAYWOOD DR,BRAYWOOD,R-VA029SC07375NB,SC-7375N (Fairfax County),1100,,110.0,Low,996552000000,R,38.863010413304515,-77.4479090828785
PARKSTONE DR,PARKSTONE,R-VA029SC08462NB,SC-8462N (Fairfax County),14000,14000.0,1400.0,Moderate,996724800000,R,38.87494183101195,-77.462833744567
FAIRFAX COUNTY PKWY NB,FAIRFAX COUNTY,R-VA   US00050WB      RMP067.00C,US-50W Ramp 67C,52000,56000.0,5200.0,Very High,1641013200000,F,38.88023522833607,-77.383498021837
STONECROFT BLVD,STONECROFT,R-VA029SC08460SB,SC-8460S (Fairfax County),18000,19000.0,1800.0,High,1641013200000,G,38.875133488681556,-77.45495604971069
POPLAR TREE RD,POPLAR TREE,R-VA029SC00645EB,SC-645E (Fairfax County),22000,23000.0,2200.0,High,1641013200000,G,38.87554083480936,-77.40808416858775
MIDDLE RIDGE DR,MIDDLE RIDGE,R-VA029SC04851NB,SC-4851N (Fairfax County),2100,3300.0,210.0,Low,1641013200000,G,38.87206024072968,-77.39193045382606
GLADE DR,GLADE,R-VA029SC04721EB,SC-4721E (Fairfax County),4600,7800.0,460.0,Low,1641013200000,G,38.93372557237713,-77.3601666230829
ALEXANDER BELL DR,ALEXANDER BELL,R-VA029SC05320EB,SC-5320E (Fairfax County),15000,25000.0,1500.0,High,1641013200000,G,38.943732288775436,-77.32058662572135
SUNRISE VALLEY DR,SUNRISE VALLEY,R-VA029SC06332NB,SC-6332N (Fairfax County),15000,25000.0,1500.0,High,1533700800000,R,38.94092180742086,-77.32320364786938
RIDGE HEIGHTS RD,RIDGE HEIGHTS,R-VA029SC05373EB,SC-5373E (Fairfax County),1900,,190.0,Low,1124856000000,R,38.93565324442247,-77.33524307484903
RT267 WB,RT267,R-VA   SR00267WB,VA-267W,60000,73000.0,6000.0,Very High,1641013200000,G,38.94843434723004,-77.30428830468878
BRANLEIGH PARK CT,BRANLEIGH PARK,R-VA029SC04701NB,SC-4701N (Fairfax County),6900,13000.0,690.0,Moderate,1641013200000,G,38.937358240421936,-77.36392672415212
TROTTING HORSE LN,TROTTING HORSE,R-VA   SR00007EB,VA-7E,50000,53000.0,5000.0,Very High,1641013200000,G,38.96009992058432,-77.27626965575018
JEFFERSON ST,JEFFERSON,S-VA235PR VAN BUREN ST,Van Buren ST (PR - Town of Herndon),6200,6600.0,620.0,Moderate,1641013200000,G,38.97102513181964,-77.38079768638212
LEESBURG PIKE,LEESBURG,R-VA   SR00007EB,VA-7E,50000,53000.0,5000.0,Very High,1641013200000,G,38.96095843031214,-77.27891694262541
PARCHER AVE,PARCHER,R-VA029SC05723NB,SC-5723N (Fairfax County),7000,12000.0,700.0,Moderate,1433822400000,R,38.963354235781274,-77.40785916178474
SPRING ST,SPRING,S-VA235NP SPRING ST,Spring ST (NP - Town of Herndon),34000,36000.0,3400.0,Very High,1641013200000,G,38.95783314719205,-77.37222568702163
FAIR LAKES PKWY,FAIR LAKES,R-VA029SC07700EB,SC-7700E (Fairfax County),13000,19000.0,1300.0,Moderate,1641013200000,G,38.86199505997085,-77.36347312368797
DRANESVILLE RD,DRANESVILLE,R-VA   SR00228NB,VA-228N,17000,29000.0,1700.0,High,1641013200000,G,39.01137820713078,-77.37239925861608
GOVERNMENT CENTER PKWY,GOVERNMENT CENTER,R-VA029SC07437NB,SC-7437N (Fairfax County),5500,5300.0,550.0,Moderate,1236142800000,R,38.85177466164819,-77.35708100738655
MONUMENT DR,MONUMENT,R-VA   SR00286NB,VA-286N,67000,71000.0,6700.0,Very High,1641013200000,G,38.86534062172947,-77.38213653379836
EAGLE CHASE RD,EAGLE CHASE,R-VA029SC00657NB,SC-657N (Fairfax County),9600,10000.0,960.0,Moderate,1641013200000,G,38.87738905410139,-77.43397627112665
FAIR LAKES PKWY,FAIR LAKES,R-VA029SC07701EB,SC-7701E (Fairfax County),21000,30000.0,2100.0,High,1432699200000,R,38.861702468865445,-77.37987524727417
HUNTER MILL RD,HUNTER MILL,R-VA029SC00674SB,SC-674S (Fairfax County),14000,25000.0,1400.0,Moderate,1641013200000,G,38.9351449333951,-77.30501490241787
NORTH SLOPE ST,NORTH SLOPE,R-VA029SC07022EB,SC-7022E (Fairfax County),1400,,140.0,Low,996465600000,R,38.86133754342912,-77.44617935092481
RT286 NB RAMP TO RT50 WB,RT286 NB RAMP TO RT50 WB,R-VA   US00050WB      RMP067.00A,US-50W Ramp 67A,59000,64000.0,5900.0,Very High,1641013200000,F,38.87595244512019,-77.38157703566095
GALESBURY LN,GALESBURY,R-VA029SC04651EB,SC-4651E (Fairfax County),1800,,180.0,Low,1229490000000,R,38.88159252169268,-77.42392868714381
FAIRFAX COUNTY PKWY NB,FAIRFAX COUNTY,R-VA   SR00286NB,VA-286N,67000,71000.0,6700.0,Very High,1641013200000,G,38.865292690569746,-77.3820092274878
ALGRETUS DR,ALGRETUS,R-VA029SC04955EB,SC-4955E (Fairfax County),1500,,150.0,Low,1074661200000,R,38.86564141266392,-77.45621902715787
SOUTH LAKES DR,SOUTH LAKES,R-VA029SC05373EB,SC-5373E (Fairfax County),7400,13000.0,740.0,Moderate,1533700800000,R,38.93581715624735,-77.33157536817038
SUNRISE VALLEY DR,SUNRISE VALLEY,R-VA029SC05329EB,SC-5329E (Fairfax County),15000,25000.0,1500.0,High,1641013200000,G,38.94176281617414,-77.3303095415095
WIEHLE AVE,WIEHLE,R-VA029SC05320EB,SC-5320E (Fairfax County),21000,36000.0,2100.0,High,1641013200000,G,38.944725711461174,-77.33922979869507
RIDGE HEIGHTS RD,RIDGE HEIGHTS,R-VA029SC05373EB,SC-5373E (Fairfax County),1900,,190.0,Low,1124856000000,R,38.93598709010179,-77.33811196478932
GLADE DR,GLADE,R-VA029SC04721EB,SC-4721E (Fairfax County),1500,2500.0,150.0,Low,1641013200000,G,38.92590702628115,-77.33573789089439
ROUTE 29,ROUTE 29,R-VA029SC00655WB,SC-655W (Fairfax County),30000,32000.0,3000.0,Very High,1641013200000,G,38.85107388396209,-77.33728377959187
NEWTON PATENT CT,NEWTON PATENT,R-VA029SC07345NB,SC-7345N (Fairfax County),7000,,700.0,Moderate,995515200000,R,38.8410996092151,-77.44687619279651
MIDDLE RIDGE DR,MIDDLE RIDGE,R-VA029SC04978EB,SC-4978E (Fairfax County),1200,1800.0,120.0,Low,1641013200000,G,38.86419091499643,-77.3921189346429
PENNERVIEW LN,PENNERVIEW,R-VA029SC04842EB,SC-4842E (Fairfax County),1100,,110.0,Low,998712000000,R,38.874615170225745,-77.39957275289545
BUSHMAN DR,BUSHMAN,R-VA029SC05600NB,SC-5600N (Fairfax County),1700,1900.0,170.0,Low,1641013200000,G,38.872604849388914,-77.29422712862358
PENDER CREEK CIR,PENDER CREEK,R-VA029SC07700WB,SC-7700W (Fairfax County),20000,36000.0,2000.0,High,1641013200000,G,38.861173049104295,-77.36925561543381
PENDER CREEK CIR,PENDER CREEK,R-VA029SC08376EB,SC-8376E (Fairfax County),20000,36000.0,2000.0,High,1052798400000,R,38.860490759676594,-77.37029279212082
MOZART BRIGADE LN,MOZART BRIGADE,R-VA029SC08376EB,SC-8376E (Fairfax County),1800,,180.0,Low,1052798400000,R,38.86185942547209,-77.37177036656232
JERMANTOWN RD,JERMANTOWN,R-VA   IS00066WB,I-66W,171000,180000.0,17100.0,Very High,1641013200000,G,38.86780665059262,-77.32108172454792
JOHN MILTON DR,JOHN MILTON,R-VA029SC05731EB,SC-5731E (Fairfax County),3100,,310.0,Low,1154664000000,R,38.928207034435644,-77.37938010761705
HIDDEN MEADOW DR,HIDDEN MEADOW,R-VA029SC07140EB,SC-7140E (Fairfax County),2100,3000.0,210.0,Low,1641013200000,G,38.900308136075914,-77.40752994686359
BRITISH MANOR CT,BRITISH MANOR,R-VA029SC03738NB,SC-3738N (Fairfax County),1300,,130.0,Low,1568606400000,R,38.85250178587717,-77.41706962009013
CASTLE HARBOR WAY,CASTLE HARBOR,R-VA029SC07324NB,SC-7324N (Fairfax County),4100,4400.0,410.0,Low,1641013200000,G,38.86420920484056,-77.4447831543042
FAIR LAKES CIR,FAIR LAKES,R-VA029SC07701EB,SC-7701E (Fairfax County),21000,30000.0,2100.0,High,1432699200000,R,38.860647889141134,-77.37830260300495
ROUTE 29,ROUTE 29,R-VA   US00029NB,US-29N,31000,33000.0,3100.0,Very High,1641013200000,G,38.83864128559942,-77.42986038268161
RT29 SB RAMP TO RT286 NB,RT29 SB RAMP TO RT286 NB,R-VA   US00029SB,US-29S,30000,32000.0,3000.0,Very High,1641013200000,A,38.84550954421845,-77.37501724801172
GOVERNMENT CENTER PKWY,GOVERNMENT CENTER,R-VA029SC07436EB,SC-7436E (Fairfax County),5000,5300.0,500.0,Moderate,1641013200000,G,38.852265561897084,-77.357917019891
BLUE ROAN RD,BLUE ROAN,R-VA029SC05678NB,SC-5678N (Fairfax County),1700,1800.0,170.0,Low,1641013200000,G,38.87830717762581,-77.32778400476144
RED OAK CIR,RED OAK,R-VA029SC04727EB,SC-4727E (Fairfax County),1500,,150.0,Low,1534305600000,R,38.96203642906742,-77.33581219130076
LEE RD,LEE,R-VA029SC08461SB,SC-8461S (Fairfax County),35000,37000.0,3500.0,Very High,1641013200000,G,38.888608809745314,-77.45161110541534
GLASSFORD PL,GLASSFORD,R-VA029SC01166NB,SC-1166N (Fairfax County),1100,,110.0,Low,1236229200000,R,38.84691316142296,-77.4218832101154
BILLINGSGATE LN,BILLINGSGATE,R-VA029SC05451NB,SC-5451N (Fairfax County),1800,,180.0,Low,1237780800000,R,38.84270762941601,-77.45782373784206
RT7 EB RAMP TO RT267 WB,RT7 EB RAMP TO RT267 WB,R-VA   SR00267WB,VA-267W,60000,73000.0,6000.0,Very High,1641013200000,G,38.93428823087168,-77.24871971174878
BENNINGTON WOODS RD,BENNINGTON WOODS,R-VA029SC06390EB,SC-6390E (Fairfax County),3400,6300.0,340.0,Low,1641013200000,G,38.967091173916444,-77.360008442891
CORALBERRY DR,CORALBERRY,R-VA029SC07155NB,SC-7155N (Fairfax County),6200,6500.0,620.0,Moderate,1641013200000,G,38.89612045743906,-77.4017624724286
SPRINGVALE FOREST CT,SPRINGVALE FOREST,R-VA029SC00674NB,SC-674N (Fairfax County),2300,4300.0,230.0,Low,1641013200000,G,39.0240778320218,-77.30822602384303
OUTLET,OUTLET,R-VA029SC00602NB,SC-602N (Fairfax County),5200,9700.0,520.0,Moderate,1641013200000,G,39.014915535241954,-77.34397805445214
STUART MILL RD,STUART MILL,R-VA029SC00671NB,SC-671N (Fairfax County),4900,7800.0,490.0,Low,1641013200000,G,38.90437453300286,-77.3292020449377
WINDWOOD FARMS DR,WINDWOOD FARMS,R-VA029SC05176EB,SC-5176E (Fairfax County),13000,22000.0,1300.0,Moderate,1641013200000,G,38.87628818776028,-77.29635054176183
FAIR LAKES PKWY,FAIR LAKES,R-VA029SC07969EB,SC-7969E (Fairfax County),13000,19000.0,1300.0,Moderate,1641013200000,G,38.86055196616495,-77.3678185039891
OLDFIELD DR,OLDFIELD,R-VA029SC05320EB,SC-5320E (Fairfax County),15000,25000.0,1500.0,High,1641013200000,G,38.943357401289916,-77.31929414894681
